step,loss,epsilon,buffer_size
500,0.0245490912348032,0.990519,500
1000,0.046391721814870834,0.981019,1000
1500,0.012488503009080887,0.971519,1500
2000,0.01293710432946682,0.962019,2000
2500,0.015074129216372967,0.952519,2500
3000,0.015490415506064892,0.943019,3000
3500,0.015645388513803482,0.933519,3500
4000,0.009568436071276665,0.924019,4000
4500,0.010544896125793457,0.914519,4500
5000,0.013627337291836739,0.905019,5000
5500,0.01539566833525896,0.895519,5500
6000,0.01410287618637085,0.886019,6000
6500,0.021846892312169075,0.876519,6500
7000,0.018716001883149147,0.867019,7000
7500,0.013950568623840809,0.857519,7500
8000,0.013051352463662624,0.848019,8000
8500,0.03514721244573593,0.838519,8500
9000,0.013704637065529823,0.829019,9000
9500,0.018127769231796265,0.819519,9500
10000,0.015362974256277084,0.810019,10000
10500,0.018401410430669785,0.800519,10500
11000,0.023723095655441284,0.791019,11000
11500,0.030785761773586273,0.7815190000000001,11500
12000,0.03841672092676163,0.772019,12000
12500,0.01965298131108284,0.762519,12500
13000,0.025898050516843796,0.753019,13000
13500,0.0166347436606884,0.743519,13500
14000,0.02935727871954441,0.734019,14000
14500,0.019926680251955986,0.724519,14500
15000,0.02576572634279728,0.7150190000000001,15000
15500,0.038801565766334534,0.705519,15500
16000,0.03271086886525154,0.696019,16000
16500,0.03672698512673378,0.6865190000000001,16500
17000,0.03344930335879326,0.677019,17000
17500,0.13609732687473297,0.667519,17500
18000,0.05863632634282112,0.658019,18000
18500,0.08603284507989883,0.6485190000000001,18500
19000,0.048158057034015656,0.639019,19000
19500,0.06870904564857483,0.629519,19500
20000,0.04749099910259247,0.6200190000000001,20000
20500,0.058727145195007324,0.610519,20500
21000,0.06258166581392288,0.601019,21000
21500,0.0987931340932846,0.591519,21500
22000,0.09377244114875793,0.5820190000000001,22000
22500,0.09303946048021317,0.572519,22500
23000,0.21091069281101227,0.563019,23000
23500,0.29787677526474,0.5535190000000001,23500
24000,0.7019627690315247,0.544019,24000
24500,0.613239586353302,0.534519,24500
25000,0.6120333075523376,0.525019,25000
25500,0.995820939540863,0.5155190000000001,25500
26000,1.5893833637237549,0.506019,26000
26500,2.1561694145202637,0.49651900000000004,26500
27000,2.4490013122558594,0.487019,27000
27500,4.397436618804932,0.477519,27500
28000,3.245077133178711,0.46801899999999996,28000
28500,3.7008869647979736,0.458519,28500
29000,3.6226866245269775,0.44901899999999995,29000
29500,5.385936260223389,0.4395190000000001,29500
30000,8.392822265625,0.43001900000000004,30000
30500,7.893828392028809,0.4205190000000001,30500
31000,10.241004943847656,0.411019,31000
31500,4.913222312927246,0.40151900000000007,31500
32000,8.638427734375,0.392019,32000
32500,12.382180213928223,0.38251900000000005,32500
33000,14.167330741882324,0.373019,33000
33500,10.954111099243164,0.36351900000000004,33500
34000,21.879392623901367,0.354019,34000
34500,22.721370697021484,0.344519,34500
35000,24.604923248291016,0.33501899999999996,35000
